,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
377,Aginskoye,0,RU,1577756743,74,51.11,114.54,251.67,2.84
378,Kiunga,100,PG,1577756743,72,-6.12,141.3,303.48,0.93
379,Aksarka,100,RU,1577756743,90,66.56,67.8,262.31,11.83
380,Pevek,100,RU,1577756744,98,69.7,170.27,243.64,1.82
381,Sur,2,OM,1577756744,77,22.57,59.53,292.4,2.47
382,Kudahuvadhoo,100,MV,1577756744,76,2.67,72.89,301.17,5.22
383,Along,0,IN,1577756744,39,28.17,94.8,285.92,2.08
384,Kutum,68,SD,1577756744,27,14.2,24.66,284.0,2.22
385,Bellevue,1,DE,1577756692,100,50.05,10.19,270.93,1.8
386,Ushtobe,96,KZ,1577756745,96,45.25,77.98,270.25,0.33
387,Tura,100,RU,1577756745,89,64.27,100.22,246.37,3.54
388,Kifri,86,IQ,1577756745,59,34.69,44.96,286.19,2.06
389,Fare,100,PF,1577756745,80,-16.7,-151.02,300.49,6.79
390,Margate,51,AU,1577756745,22,-43.03,147.26,294.82,10.3
391,Strelka,93,RU,1577756745,98,58.08,93.03,250.45,1.93
392,Noumea,75,NC,1577756620,55,-22.28,166.46,303.15,7.2
393,Souillac,90,FR,1577756746,100,45.6,-0.6,277.15,0.5
394,Sinnamary,100,GF,1577756746,75,5.38,-52.96,299.73,8.39
395,Takoradi,27,GH,1577756746,79,4.89,-1.75,300.26,1.91
396,Severo-Kurilsk,100,RU,1577756746,86,50.68,156.12,270.87,9.71
397,Dongsheng,100,CN,1577756746,57,29.72,112.52,275.89,6.14
398,Hobyo,7,SO,1577756747,83,5.35,48.53,298.56,5.71
399,Ponferrada,0,ES,1577756747,92,42.55,-6.59,281.48,0.78
400,Laguna,100,BZ,1577756747,94,16.17,-88.94,298.15,0.23
401,Honiara,20,SB,1577756747,66,-9.43,159.96,304.15,3.1
402,Pinheiro,100,BR,1577756747,97,-2.53,-45.09,296.74,0.65
403,Taos,1,US,1577756597,77,36.41,-105.57,262.04,0.31
404,Solnechnyy,100,RU,1577756748,95,50.72,136.64,249.93,2.06
405,Tateyama,75,JP,1577756748,87,36.66,137.31,284.26,5.7
406,Amga,100,RU,1577756748,94,60.89,131.98,242.17,0.4
407,High Rock,100,BS,1577756748,86,26.63,-78.28,297.77,9.04
408,Achinsk,99,RU,1577756748,95,56.27,90.5,262.11,3.03
409,Madang,0,CN,1577756748,43,35.32,102.79,269.83,0.54
410,Sao Joao da Barra,0,BR,1577756748,87,-21.64,-41.05,297.45,3.49
411,Maceio,20,BR,1577756659,88,-9.67,-35.74,297.15,2.6
412,Codrington,75,AU,1577756749,42,-28.95,153.24,304.15,2.6
413,Kuching,90,MY,1577756749,100,1.56,110.34,298.15,1.5
414,Half Moon Bay,1,US,1577756749,87,37.46,-122.43,286.15,2.6
415,Ilulissat,100,GL,1577756749,66,69.22,-51.1,264.15,14.4
416,Mabaruma,100,GY,1577756750,98,8.2,-59.78,295.37,0.99
417,Caravelas,0,BR,1577756750,92,-17.73,-39.27,294.9,0.37
418,Ambulu,42,ID,1577756750,76,-8.35,113.61,301.12,2.26
419,Aklavik,90,CA,1577756750,75,68.22,-135.01,248.15,2.1
420,Bom Jesus,100,BR,1577756750,90,-9.08,-44.36,296.07,2.32
421,Nioro,64,GM,1577756750,11,13.79,-15.05,295.82,5.33
422,Nekrasovka,13,RU,1577756751,57,48.35,135.23,249.15,11.0
423,Kindu,100,CD,1577756751,98,-2.95,25.92,293.55,0.89
424,Calamar,100,CO,1577756751,96,1.96,-72.65,295.47,1.13
425,Sao Filipe,99,CV,1577756751,60,14.9,-24.5,296.64,4.93
426,Santa,0,PH,1577756751,59,17.49,120.43,302.95,1.85
427,Miyazu,75,JP,1577756751,87,35.58,135.2,279.15,4.1
428,Ginir,11,ET,1577756752,68,7.14,40.71,286.08,2.36
429,Sao Miguel do Araguaia,97,BR,1577756752,84,-13.28,-50.16,297.09,1.31
430,Saint-Michel-des-Saints,100,CA,1577756752,91,46.68,-73.92,267.59,6.55
431,Dunedin,33,NZ,1577756613,80,-45.87,170.5,289.03,12.11
432,Auki,0,NG,1577756752,24,12.18,6.51,287.3,4.54
433,San Patricio,82,PY,1577756752,58,-26.98,-56.83,301.36,3.07
434,Fengcheng,0,CN,1577756753,65,40.45,124.07,260.07,0.59
435,Lagos,0,NG,1577756184,88,6.46,3.39,297.15,1.0
436,Mackenzie,90,CA,1577756753,100,55.34,-123.09,272.15,4.6
437,Burmakino,90,RU,1577756753,98,57.43,40.31,273.15,6.0
438,Benghazi,100,LY,1577756753,66,32.12,20.07,285.76,5.08
439,Flinders,0,AU,1577756753,6,-34.58,150.85,315.93,8.7
440,Piracuruca,100,BR,1577756753,86,-3.93,-41.72,297.61,0.54
441,Marshalltown,90,US,1577756754,85,42.04,-92.91,269.82,9.8
442,Jish,0,SA,1577756754,87,26.51,49.99,291.15,2.1
443,Jaisalmer,0,IN,1577756754,27,26.91,70.91,283.58,3.87
444,Bereda,90,ES,1577756754,93,43.27,-7.54,283.15,2.1
445,Cockburn Town,0,TC,1577756754,80,21.46,-71.14,298.48,7.43
446,Mountain Home,90,US,1577756680,76,43.13,-115.69,274.15,2.33
447,Parana,91,BR,1577756755,86,-7.52,-72.89,295.78,0.91
448,Waingapu,0,ID,1577756755,70,-9.65,120.26,302.57,1.81
449,Mahajanga,40,MG,1577756755,94,-15.72,46.32,299.15,1.0
450,Mamonovo,75,RU,1577756755,75,54.46,19.94,280.15,10.0
451,Alencon,90,FR,1577756755,100,48.43,0.08,271.48,1.33
452,Saryagash,90,KZ,1577756757,100,41.45,69.17,274.15,1.0
453,Nhulunbuy,75,AU,1577756757,59,-12.18,136.78,305.15,3.1
454,Yulara,0,AU,1577756757,37,-25.24,130.99,303.15,4.6
455,Ust-Nera,86,RU,1577756757,100,64.57,143.24,237.55,0.49
456,Beyneu,1,KZ,1577756757,93,45.32,55.19,270.96,1.36
457,Grand Gaube,75,MU,1577756757,88,-20.01,57.66,299.26,7.2
458,Requena,0,ES,1577756757,93,39.49,-1.1,280.37,1.0
459,Todos Santos,20,MX,1577756757,63,23.45,-110.23,292.15,3.1
460,Erdaojiang,3,CN,1577756758,70,41.78,126.03,255.25,2.91
461,Pochutla,20,MX,1577756758,83,15.74,-96.47,301.15,3.56
462,Guerrero Negro,20,MX,1577756758,65,27.97,-114.04,287.45,2.28
463,Finnsnes,97,NO,1577756758,86,69.23,17.98,273.15,5.1
464,Gatton,99,AU,1577756758,51,-27.56,152.28,304.82,4.6
465,Awbari,0,LY,1577756758,53,26.59,12.77,277.05,1.63
466,Sattahip,51,TH,1577756759,69,12.67,100.9,303.71,3.1
467,Sabha,0,LY,1577756759,54,27.03,14.43,277.53,2.18
468,Banyo,62,CM,1577756759,41,6.75,11.81,288.98,1.01
469,Necochea,100,AR,1577756759,1,-38.55,-58.74,295.93,8.05
470,Port Lincoln,0,AU,1577756759,47,-34.72,135.86,293.22,6.41
471,Manokwari,66,ID,1577756759,82,-0.87,134.08,299.56,3.22
472,Rugby,90,GB,1577756759,100,52.37,-1.26,279.82,0.5
473,Puerto Carreno,62,CO,1577756759,70,6.19,-67.49,299.37,3.34
474,Ambilobe,57,MG,1577756760,93,-13.19,49.05,297.41,1.34
475,Karasjok,62,NO,1577756760,63,69.47,25.52,270.15,12.3
476,Sibiti,22,CG,1577756760,96,-3.69,13.35,294.16,0.09
477,Sorland,40,NO,1577756760,64,67.67,12.69,275.15,5.7
478,Warrnambool,1,AU,1577756760,54,-38.38,142.48,292.04,6.47
479,Emerald,0,AU,1577756760,45,-23.53,148.16,304.82,4.1
480,Mayo,90,CA,1577756760,79,63.59,-135.9,269.15,3.1
481,Dolores,100,UY,1577756761,95,-33.53,-58.22,295.59,5.32
482,Huicheng,75,CN,1577756761,82,23.03,116.29,290.15,4.0
483,Bodden Town,40,KY,1577756761,83,19.28,-81.25,300.15,2.89
484,Manati,0,AL,1577756761,86,41.76,19.67,270.15,1.0
485,Huarmey,73,PE,1577756761,85,-10.07,-78.15,292.67,1.5
486,Nurota,95,UZ,1577756762,80,40.56,65.69,274.15,3.1
487,Rajpipla,0,IN,1577756762,82,21.87,73.5,287.15,1.5
488,Jiayuguan,0,CN,1577756762,44,39.77,98.29,263.71,3.51
489,Mouzouras,75,GR,1577756762,87,35.53,24.15,284.82,8.2
490,Iguape,67,BR,1577756762,99,-24.7,-47.56,293.19,0.44
491,Sisimiut,100,GL,1577756763,96,66.94,-53.67,263.23,2.72
492,Teeli,100,RU,1577756763,99,51.01,90.2,253.07,0.56
493,Bonavista,98,CA,1577756763,84,48.65,-53.11,273.15,4.47
494,Gigmoto,100,PH,1577756763,79,13.78,124.39,300.89,6.61
495,Van Buren,75,US,1577756764,73,47.16,-67.94,269.15,3.1
496,Alampur,13,IN,1577756765,79,15.88,78.14,295.11,5.1
497,Miranda,8,BR,1577756765,76,-20.24,-56.38,298.13,1.53
498,Lahaina,40,US,1577756765,61,20.87,-156.68,302.15,7.7
499,Buta,81,CD,1577756765,54,2.79,24.73,291.8,0.2
500,Manadhoo,100,MV,1577756765,77,5.77,73.38,300.41,5.86
501,Tromso,20,NO,1577756765,63,69.65,18.96,270.15,2.6
502,Khandyga,95,RU,1577756765,94,62.65,135.58,236.29,0.82
503,Korgen,99,NO,1577756765,74,66.08,13.83,272.15,6.7
504,Pacifica,1,US,1577756766,87,37.61,-122.49,286.15,2.6
505,Jacareacanga,100,BR,1577756766,96,-6.22,-57.76,295.34,0.23
506,Baniachang,0,BD,1577756766,59,24.52,91.37,291.22,3.39
507,Cassilandia,43,BR,1577756766,78,-19.11,-51.73,296.55,0.58
508,Nampula,100,MZ,1577756766,96,-15.12,39.26,295.77,1.88
509,Lorengau,29,PG,1577756766,66,-2.02,147.27,302.59,2.08
510,Kloulklubed,90,PW,1577756767,88,7.04,134.26,299.15,6.2
511,Sendhwa,25,IN,1577756767,41,21.69,75.09,292.35,3.89
512,Biak,33,ID,1577756767,74,-0.91,122.88,301.47,3.47
513,Manavalakurichi,20,IN,1577756767,94,8.13,77.3,298.15,1.0
514,Bara,0,NG,1577756767,26,10.41,10.6,287.46,2.44
515,Miraflores,40,PE,1577756767,71,-16.39,-71.52,287.15,1.0
516,Qaqortoq,0,GL,1577756768,51,60.72,-46.03,262.15,1.0
517,Ryotsu,75,JP,1577756768,87,38.08,138.43,282.15,7.7
518,Stuttgart,0,DE,1577756707,92,48.78,9.18,274.26,1.0
519,Bilibino,62,RU,1577756768,100,68.06,166.44,235.44,0.11
520,Tsiroanomandidy,100,MG,1577756768,92,-18.77,46.05,294.48,1.28
521,Mekhe,97,SN,1577756768,22,15.11,-16.62,297.15,5.1
522,Abha,0,SA,1577756768,70,18.22,42.5,284.15,0.56
523,Yoichi,75,JP,1577756769,92,43.19,140.77,274.82,9.8
524,Ariquemes,100,BR,1577756769,98,-9.91,-63.03,296.09,1.3
525,Santiago del Estero,71,AR,1577756769,59,-27.8,-64.26,301.94,4.02
526,Buala,90,SB,1577756769,72,-8.15,159.59,301.77,2.88
527,Senanga,99,ZM,1577756769,91,-16.1,23.3,293.75,1.3
528,Salcininkai,90,LT,1577756769,64,54.3,25.38,276.48,6.2
529,Te Anau,13,NZ,1577756769,51,-45.41,167.72,293.4,3.97
530,Kapchorwa,91,UG,1577756770,52,1.4,34.45,292.0,1.84
531,Plastun,10,RU,1577756770,56,44.76,136.29,254.09,5.31
532,Lagoa,0,PT,1577756770,76,37.14,-8.45,285.37,4.1
533,Trairi,100,BR,1577756770,85,-3.28,-39.27,297.39,0.87
534,Kalulushi,100,ZM,1577756770,97,-12.84,28.09,290.35,0.88
535,Pandan,0,PH,1577756771,73,11.72,122.09,301.05,9.92
536,Krasnoborsk,100,RU,1577756771,95,61.56,45.93,272.36,3.59
537,Gimli,32,CA,1577756771,87,50.63,-96.99,260.93,4.47
538,Arawa,100,ID,1577756771,52,-3.93,119.75,307.07,1.37
539,Zyryanovsk,100,KZ,1577756771,96,49.74,84.27,266.82,0.64
540,Fiumicino,0,IT,1577756771,69,41.77,12.23,277.04,2.6
541,Heihe,0,RU,1577756771,62,50.24,127.51,246.15,2.0
542,Srandakan,100,ID,1577756772,68,-7.94,110.25,302.87,3.11
543,Chernyakhovsk,99,RU,1577756772,86,54.64,21.81,276.52,8.46
544,Abu Zabad,100,SD,1577756772,22,12.35,29.25,288.12,4.54
545,Rongcheng,34,CN,1577756772,49,37.16,122.42,271.83,5.4
546,Cabedelo,20,BR,1577756772,74,-6.97,-34.84,300.15,2.6
547,Sola,19,TZ,1577756772,87,-3.17,33.8,290.74,2.01
548,Vaitape,100,PF,1577756772,77,-16.52,-151.75,300.53,6.58
549,Kinango,16,KE,1577756773,94,-4.13,39.32,296.24,2.01
550,Rio Grande,13,BR,1577756774,87,-32.03,-52.1,297.59,0.89
551,Methoni,8,GR,1577756774,49,36.82,21.7,281.15,1.0
552,Vestmanna,100,FO,1577756774,75,62.16,-7.17,279.15,6.2
553,Wanning,75,AT,1577756774,92,48.64,13.53,274.82,2.6
554,Andover,90,US,1577756775,85,45.23,-93.29,269.15,6.7
555,Lodja,75,CD,1577756775,98,-3.52,23.6,293.23,0.41
